id,company_id,year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,reject_rule,reject_reason,source_table,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_asset,total_assets,operating_activity,investing_activity,financing_activity,net_cash_flow,compounded_sales_growth,compounded_profit_growth,stock_price_cagr,roe,Year,Annual_Report,pros,cons
1220,VEDL,2015-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,17805.0,-4133.0,-13956.0,-284.0,,,,,,,,
1221,VEDL,2016-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,20377.0,-7868.0,-11303.0,1206.0,,,,,,,,
1222,VEDL,2017-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,18083.0,2681.0,-12425.0,8339.0,,,,,,,,
1223,VEDL,2018-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,17366.0,15480.0,-39255.0,-6409.0,,,,,,,,
1224,VEDL,2019-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,23754.0,-10594.0,-10242.0,2918.0,,,,,,,,
1225,VEDL,2020-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,19300.0,-5925.0,-15547.0,-2172.0,,,,,,,,
1226,VEDL,2021-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,23980.0,-6678.0,-17565.0,-263.0,,,,,,,,
1227,VEDL,2022-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,34963.0,-2243.0,-28903.0,3817.0,,,,,,,,
1228,VEDL,2023-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,33065.0,-668.0,-34142.0,-1745.0,,,,,,,,
1229,VEDL,2024-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,35654.0,-13676.0,-26092.0,-4114.0,,,,,,,,
1230,WIPRO,2013-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,6394.0,-4536.0,-1140.0,717.0,,,,,,,,
1231,WIPRO,2014-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,6790.0,-284.0,-3570.0,2936.0,,,,,,,,
1232,WIPRO,2015-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,7840.0,-2537.0,-830.0,4474.0,,,,,,,,
1233,WIPRO,2016-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,7887.0,-13761.0,-159.0,-6032.0,,,,,,,,
1234,WIPRO,2017-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,9277.0,-11770.0,-2275.0,-4767.0,,,,,,,,
1235,WIPRO,2018-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,8423.0,3595.0,-12998.0,-979.0,,,,,,,,
1236,WIPRO,2019-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,11632.0,5065.0,-4937.0,11760.0,,,,,,,,
1237,WIPRO,2020-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,10064.0,3593.0,-15100.0,-1442.0,,,,,,,,
1238,WIPRO,2021-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,14755.0,685.0,-12884.0,2556.0,,,,,,,,
1239,WIPRO,2022-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,11080.0,-22321.0,4659.0,-6583.0,,,,,,,,
1240,WIPRO,2023-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,13060.0,-8169.0,-6088.0,-1197.0,,,,,,,,
1241,WIPRO,2024-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,17622.0,1144.0,-18257.0,509.0,,,,,,,,
1242,ZOMATO,2020-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,-2144.0,1740.0,359.0,-45.0,,,,,,,,
1243,ZOMATO,2021-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,-1018.0,-5245.0,6402.0,139.0,,,,,,,,
1244,ZOMATO,2022-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,-693.0,-7971.0,8750.0,86.0,,,,,,,,
1245,ZOMATO,2023-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,-844.0,797.0,-127.0,-174.0,,,,,,,,
1246,ZOMATO,2024-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,646.0,-348.0,-207.0,91.0,,,,,,,,
1247,ZYDUSLIFE,2013-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,603.0,-682.0,286.0,207.0,,,,,,,,
1248,ZYDUSLIFE,2014-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,903.0,-438.0,-529.0,-64.0,,,,,,,,
1249,ZYDUSLIFE,2015-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,994.0,-465.0,-351.0,178.0,,,,,,,,
1250,ZYDUSLIFE,2016-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,1894.0,-860.0,-935.0,99.0,,,,,,,,
1251,ZYDUSLIFE,2017-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,1312.0,-2872.0,2316.0,756.0,,,,,,,,
1252,ZYDUSLIFE,2018-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,919.0,-974.0,52.0,-3.0,,,,,,,,
1253,ZYDUSLIFE,2019-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,1282.0,-3977.0,1885.0,-811.0,,,,,,,,
1254,ZYDUSLIFE,2020-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,2932.0,-1004.0,-1528.0,399.0,,,,,,,,
1255,ZYDUSLIFE,2021-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,3294.0,-837.0,-2548.0,-90.0,,,,,,,,
1256,ZYDUSLIFE,2022-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,2104.0,-1018.0,-868.0,219.0,,,,,,,,
1257,ZYDUSLIFE,2023-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,2689.0,1542.0,-4400.0,-170.0,,,,,,,,
1258,ZYDUSLIFE,2024-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,3228.0,-1492.0,-1810.0,-75.0,,,,,,,,
37,TCS,2013-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",cashflow,,,,,,,,,,,11615.0,-6038.0,-5729.0,-152.0,,,,,,,,
38,TCS,2014-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",cashflow,,,,,,,,,,,14751.0,-9452.0,-5673.0,-374.0,,,,,,,,
39,TCS,2015-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",cashflow,,,,,,,,,,,19369.0,-1807.0,-17168.0,394.0,,,,,,,,
40,TCS,2016-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",cashflow,,,,,,,,,,,19109.0,-5010.0,-9666.0,4433.0,,,,,,,,
41,TCS,2017-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",cashflow,,,,,,,,,,,25223.0,-16895.0,-11026.0,-2698.0,,,,,,,,
42,TCS,2018-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",cashflow,,,,,,,,,,,25067.0,3104.0,-26885.0,1286.0,,,,,,,,
43,TCS,2019-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",cashflow,,,,,,,,,,,28593.0,1645.0,-27897.0,2341.0,,,,,,,,
44,TCS,2020-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",cashflow,,,,,,,,,,,32369.0,8968.0,-39915.0,1422.0,,,,,,,,
45,TCS,2021-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",cashflow,,,,,,,,,,,38802.0,-7956.0,-32634.0,-1788.0,,,,,,,,
46,TCS,2022-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",cashflow,,,,,,,,,,,39949.0,-738.0,-33581.0,5630.0,,,,,,,,
47,TCS,2023-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",cashflow,,,,,,,,,,,41965.0,548.0,-47878.0,-5365.0,,,,,,,,
48,TCS,2024-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",cashflow,,,,,,,,,,,44338.0,6091.0,-48536.0,1893.0,,,,,,,,
62,ABB,2014-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",cashflow,,,,,,,,,,,155.0,-144.0,-42.0,-31.0,,,,,,,,
63,ABB,2015-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",cashflow,,,,,,,,,,,215.0,-187.0,-58.0,-30.0,,,,,,,,
64,ABB,2016-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",cashflow,,,,,,,,,,,249.0,-77.0,-80.0,91.0,,,,,,,,
65,ABB,2017-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",cashflow,,,,,,,,,,,307.0,-155.0,-90.0,62.0,,,,,,,,
66,ABB,2018-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",cashflow,,,,,,,,,,,153.0,-215.0,-102.0,-165.0,,,,,,,,
67,ABB,2019-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",cashflow,,,,,,,,,,,499.0,-257.0,-143.0,99.0,,,,,,,,
68,ABB,2020-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",cashflow,,,,,,,,,,,626.0,-401.0,-217.0,8.0,,,,,,,,
69,ABB,2021-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",cashflow,,,,,,,,,,,727.0,-72.0,-582.0,73.0,,,,,,,,
70,ABB,2022-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",cashflow,,,,,,,,,,,948.0,-396.0,-637.0,-86.0,,,,,,,,
71,ABB,2023-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",cashflow,,,,,,,,,,,893.0,-148.0,-639.0,107.0,,,,,,,,
72,ABB,2024-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",cashflow,,,,,,,,,,,1213.0,-416.0,-745.0,52.0,,,,,,,,
208,BAJAJ-AUTO,2013-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",cashflow,,,,,,,,,,,2218.0,-1394.0,-1445.0,-621.0,,,,,,,,
209,BAJAJ-AUTO,2014-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",cashflow,,,,,,,,,,,3502.0,-2072.0,-1496.0,-66.0,,,,,,,,
210,BAJAJ-AUTO,2015-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",cashflow,,,,,,,,,,,2114.0,-380.0,-1644.0,90.0,,,,,,,,
211,BAJAJ-AUTO,2016-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",cashflow,,,,,,,,,,,3690.0,-68.0,-3384.0,238.0,,,,,,,,
212,BAJAJ-AUTO,2017-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",cashflow,,,,,,,,,,,3267.0,-3610.0,-190.0,-532.0,,,,,,,,
213,BAJAJ-AUTO,2018-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",cashflow,,,,,,,,,,,4328.0,-1954.0,-1885.0,488.0,,,,,,,,
214,BAJAJ-AUTO,2019-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",cashflow,,,,,,,,,,,2487.0,-273.0,-2074.0,140.0,,,,,,,,
215,BAJAJ-AUTO,2020-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",cashflow,,,,,,,,,,,3850.0,1766.0,-6247.0,-630.0,,,,,,,,
216,BAJAJ-AUTO,2021-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",cashflow,,,,,,,,,,,3120.0,-2869.0,-20.0,231.0,,,,,,,,
217,BAJAJ-AUTO,2022-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",cashflow,,,,,,,,,,,4197.0,276.0,-4056.0,417.0,,,,,,,,
218,BAJAJ-AUTO,2023-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",cashflow,,,,,,,,,,,5277.0,1211.0,-7181.0,-692.0,,,,,,,,
219,BAJAJ-AUTO,2024-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",cashflow,,,,,,,,,,,6558.0,-72.0,-6167.0,319.0,,,,,,,,
17,WIPRO,,,,,,,,,,,,,,DQ-03,company_id not found in companies,analysis,,,,,,,,,,,,,,,10 Years:     8%,10 Years:          3%,    10 Years:     12%,10 Years:        18%,,,,
18,WIPRO,,,,,,,,,,,,,,DQ-03,company_id not found in companies,analysis,,,,,,,,,,,,,,,5 Years:       9%,5 Years:            4%,      5 Years:     20%,5 Years:          17%,,,,
19,WIPRO,,,,,,,,,,,,,,DQ-03,company_id not found in companies,analysis,,,,,,,,,,,,,,,3 Years:      13%,3 Years:            0%,      3 Years:      -1%,3 Years:          17%,,,,
20,WIPRO,,,,,,,,,,,,,,DQ-03,company_id not found in companies,analysis,,,,,,,,,,,,,,,TTM:           -3%,TTM:                 1%,      1 Year:       39%,Last Year:       14%,,,,
1458,ULTRACEMCO,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2024-03,https://www.bseindia.com/xml-data/corpfiling/AttachHis/954d56a4-0b0e-405d-b877-e7696fef9fb8.pdf,,
1459,ULTRACEMCO,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2023-03,https://www.bseindia.com/xml-data/corpfiling/AttachHis//26a2922a-4386-4819-a739-01f0196834a6.pdf,,
1460,ULTRACEMCO,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2022-03,https://www.bseindia.com/bseplus/AnnualReport/532538/73874532538.pdf,,
1461,ULTRACEMCO,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2021-03,https://www.bseindia.com/bseplus/AnnualReport/532538/69096532538.pdf,,
1462,ULTRACEMCO,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2020-03,https://www.bseindia.com/bseplus/AnnualReport/532538/5325380320.pdf,,
1463,ULTRACEMCO,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2019-03,https://www.bseindia.com/bseplus/AnnualReport/532538/5325380319.pdf,,
1464,ULTRACEMCO,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2018-03,https://www.bseindia.com/bseplus/AnnualReport/532538/5325380318.pdf,,
1465,ULTRACEMCO,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2017-03,https://www.bseindia.com/bseplus/AnnualReport/532538/5325380317.pdf,,
1466,ULTRACEMCO,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2016-03,https://www.bseindia.com/bseplus/AnnualReport/532538/5325380316.pdf,,
1467,ULTRACEMCO,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2015-03,https://www.bseindia.com/bseplus/AnnualReport/532538/5325380315.pdf,,
1468,ULTRACEMCO,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2014-03,https://www.bseindia.com/bseplus/AnnualReport/532538/5325380314.pdf,,
1469,ULTRACEMCO,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2013-03,https://www.bseindia.com/bseplus/AnnualReport/532538/5325380313.pdf,,
1470,ULTRACEMCO,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2012-03,https://www.bseindia.com/bseplus/AnnualReport/532538/5325380312.pdf,,
1471,ULTRACEMCO,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2011-03,Null,,
1472,ULTRACEMCO,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2010-03,Null,,
1473,ULTRACEMCO,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2009-03,Null,,
1474,UNIONBANK,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2024-03,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a59b26ca-8c5f-424f-ae8d-27c1b78e35f3.pdf,,
1475,UNIONBANK,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2023-03,https://www.bseindia.com/xml-data/corpfiling/AttachHis//083844e2-7459-4598-a74d-1254dc28b4bc.pdf,,
1476,UNIONBANK,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2022-03,https://www.bseindia.com/bseplus/AnnualReport/532477/73178532477.pdf,,
1477,UNIONBANK,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2021-03,https://www.bseindia.com/bseplus/AnnualReport/532477/68848532477.pdf,,
1478,UNIONBANK,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2020-03,https://www.bseindia.com/bseplus/AnnualReport/532477/5324770320.pdf,,
1479,UNIONBANK,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2019-03,https://www.bseindia.com/bseplus/AnnualReport/532477/5324770319.pdf,,
1480,UNIONBANK,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2018-03,https://www.bseindia.com/bseplus/AnnualReport/532477/5324770318.pdf,,
1481,UNIONBANK,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2017-03,https://www.bseindia.com/bseplus/AnnualReport/532477/5324770317.pdf,,
1482,UNIONBANK,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2016-03,https://www.bseindia.com/bseplus/AnnualReport/532477/5324770316.pdf,,
1483,UNIONBANK,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2015-03,https://www.bseindia.com/bseplus/AnnualReport/532477/5324770315.pdf,,
1484,UNIONBANK,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2014-03,https://www.bseindia.com/bseplus/AnnualReport/532477/5324770314.pdf,,
1485,UNIONBANK,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2013-03,https://www.bseindia.com/bseplus/AnnualReport/532477/5324770313.pdf,,
1486,UNIONBANK,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2012-03,https://www.bseindia.com/bseplus/AnnualReport/532477/5324770312.pdf,,
1487,UNIONBANK,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2011-03,https://www.bseindia.com/bseplus/AnnualReport/532477/5324770311.pdf,,
1488,UNIONBANK,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2010-03,Null,,
1489,UNIONBANK,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2009-03,Null,,
1490,UNITDSPR,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2024-03,https://www.bseindia.com/xml-data/corpfiling/AttachHis/5a3fca91-db50-4b8f-b441-b923f2fa20a5.pdf,,
1491,UNITDSPR,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2023-03,https://www.bseindia.com/xml-data/corpfiling/AttachHis//a9f48c17-7320-41cd-8732-3fa67c480f1e.pdf,,
1492,UNITDSPR,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2022-03,https://www.bseindia.com/bseplus/AnnualReport/532432/73716532432.pdf,,
1493,UNITDSPR,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2021-03,https://www.bseindia.com/bseplus/AnnualReport/532432/69199532432.pdf,,
1494,UNITDSPR,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2020-03,https://www.bseindia.com/bseplus/AnnualReport/532432/5324320320.pdf,,
1495,UNITDSPR,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2019-03,https://www.bseindia.com/bseplus/AnnualReport/532432/5324320319.pdf,,
1496,UNITDSPR,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2018-03,https://www.bseindia.com/bseplus/AnnualReport/532432/5324320318.pdf,,
1497,UNITDSPR,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2017-03,https://www.bseindia.com/bseplus/AnnualReport/532432/5324320317.pdf,,
1498,UNITDSPR,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2016-03,https://www.bseindia.com/bseplus/AnnualReport/532432/5324320316.pdf,,
1499,UNITDSPR,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2015-03,https://www.bseindia.com/bseplus/AnnualReport/532432/5324320315.pdf,,
1500,UNITDSPR,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2014-03,https://www.bseindia.com/bseplus/AnnualReport/532432/5324320314.pdf,,
1501,UNITDSPR,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2013-03,https://www.bseindia.com/bseplus/AnnualReport/532432/5324320313.pdf,,
1502,UNITDSPR,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2012-03,https://www.bseindia.com/bseplus/AnnualReport/532432/5324320312.pdf,,
1503,UNITDSPR,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2011-03,Null,,
1504,UNITDSPR,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2010-03,Null,,
1505,UNITDSPR,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2009-03,Null,,
1506,VBL,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2024-03,Null,,
1507,VBL,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2023-03,https://www.bseindia.com/xml-data/corpfiling/AttachHis/2a9652ba-0b38-432b-8e1c-04a3c6a60cfd.pdf,,
1508,VBL,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2022-03,https://www.bseindia.com/xml-data/corpfiling/AttachHis//357821ff-40cf-4624-82fa-1c19624da856.pdf,,
1509,VBL,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2021-03,https://www.bseindia.com/bseplus/AnnualReport/540180/72941540180.pdf,,
1510,VBL,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2020-03,https://www.bseindia.com/bseplus/AnnualReport/540180/68364540180.pdf,,
1511,VBL,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2019-03,https://www.bseindia.com/bseplus/AnnualReport/540180/5401801219.pdf,,
1512,VBL,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2018-03,https://www.bseindia.com/bseplus/AnnualReport/540180/5401801218.pdf,,
1513,VBL,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2017-03,https://www.bseindia.com/bseplus/AnnualReport/540180/5401801217.pdf,,
1514,VBL,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2016-03,https://www.bseindia.com/bseplus/AnnualReport/540180/5401801216.pdf,,
1515,VBL,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2015-03,Null,,
1516,VBL,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2014-03,Null,,
1517,VBL,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2013-03,Null,,
1518,VBL,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2012-03,Null,,
1519,VBL,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2011-03,Null,,
1520,VBL,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2010-03,Null,,
1521,VBL,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2009-03,Null,,
1522,VEDL,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2024-03,https://www.bseindia.com/xml-data/corpfiling/AttachHis/d4d3e3bc-fe5a-4184-b181-b5455d60f11a.pdf,,
1523,VEDL,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2023-03,https://www.bseindia.com/xml-data/corpfiling/AttachHis//a04c4068-5204-4adb-8611-f12be2663d7d.pdf,,
1524,VEDL,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2022-03,https://www.bseindia.com/bseplus/AnnualReport/500295/73739500295.pdf,,
1525,VEDL,,,,,,,,,,,,,,DQ-03,company_id not found in companies,documents,,,,,,,,,,,,,,,,,,,2021-03,https://www.bseindia.com/bseplus/AnnualReport/500295/68971500295_28_09_21.pdf,,
