id,company_id,year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,reject_rule,reject_reason,source_table,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_asset,total_assets,operating_activity,investing_activity,financing_activity,net_cash_flow,compounded_sales_growth,compounded_profit_growth,stock_price_cagr,roe,Year,Annual_Report,pros,cons
264,ASIANPAINT,2024-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,96.0,18632.0,2474.0,8698.0,29901.0,7147.0,2698.0,4588.0,15468.0,29901.0,,,,,,,,,,,,
265,ASIANPAINT,2024-09,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,96.0,17928.0,2516.0,8934.0,29474.0,7879.0,2272.0,3695.0,15629.0,29474.0,,,,,,,,,,,,
1075,PNB,2013-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,50.0,568.0,6695.0,342.0,7655.0,14.0,4.0,777.0,6860.0,7655.0,,,,,,,,,,,,
1076,PNB,2014-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,66.0,868.0,10108.0,498.0,11540.0,26.0,3.0,645.0,10865.0,11540.0,,,,,,,,,,,,
1077,PNB,2015-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,104.0,1475.0,16481.0,976.0,19035.0,40.0,18.0,1586.0,17392.0,19035.0,,,,,,,,,,,,
1078,PNB,2016-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,127.0,2019.0,26014.0,1511.0,29671.0,58.0,4.0,1622.0,27987.0,29671.0,,,,,,,,,,,,
1079,PNB,2017-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,166.0,5412.0,35497.0,1885.0,42960.0,58.0,2.0,3280.0,39620.0,42960.0,,,,,,,,,,,,
1080,PNB,2018-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,167.0,6402.0,53777.0,2673.0,63018.0,255.0,10.0,2413.0,60340.0,63018.0,,,,,,,,,,,,
1081,PNB,2019-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,167.0,7268.0,71859.0,4456.0,83750.0,102.0,5.0,4457.0,79185.0,83750.0,,,,,,,,,,,,
1082,PNB,2020-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,168.0,7779.0,67736.0,3191.0,78874.0,250.0,4.0,2048.0,76572.0,78874.0,,,,,,,,,,,,
1083,PNB,2021-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,168.0,8699.0,59394.0,3072.0,71333.0,181.0,2.0,2033.0,69117.0,71333.0,,,,,,,,,,,,
1084,PNB,2022-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,169.0,9632.0,52961.0,2888.0,65649.0,150.0,4.0,3472.0,62024.0,65649.0,,,,,,,,,,,,
1085,PNB,2023-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,169.0,10784.0,53621.0,2231.0,66805.0,146.0,3.0,3188.0,63468.0,66805.0,,,,,,,,,,,,
1086,PNB,2024-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,260.0,14673.0,55017.0,2422.0,72371.0,206.0,15.0,4345.0,67804.0,72371.0,,,,,,,,,,,,
1087,PNB,2013-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,50.0,568.0,6695.0,342.0,7655.0,14.0,4.0,777.0,6860.0,7655.0,,,,,,,,,,,,
1088,PNB,2014-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,66.0,868.0,10108.0,498.0,11540.0,26.0,3.0,645.0,10865.0,11540.0,,,,,,,,,,,,
1089,PNB,2015-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,104.0,1475.0,16481.0,976.0,19035.0,40.0,18.0,1586.0,17392.0,19035.0,,,,,,,,,,,,
1090,PNB,2016-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,127.0,2019.0,26014.0,1511.0,29671.0,58.0,4.0,1622.0,27987.0,29671.0,,,,,,,,,,,,
1091,PNB,2017-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,166.0,5412.0,35497.0,1885.0,42960.0,58.0,2.0,3280.0,39620.0,42960.0,,,,,,,,,,,,
1092,PNB,2018-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,167.0,6402.0,53777.0,2673.0,63018.0,255.0,10.0,2413.0,60340.0,63018.0,,,,,,,,,,,,
1093,PNB,2019-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,167.0,7268.0,71859.0,4456.0,83750.0,102.0,5.0,4457.0,79185.0,83750.0,,,,,,,,,,,,
1094,PNB,2020-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,168.0,7779.0,67736.0,3191.0,78874.0,250.0,4.0,2048.0,76572.0,78874.0,,,,,,,,,,,,
1095,PNB,2021-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,168.0,8699.0,59394.0,3072.0,71333.0,181.0,2.0,2033.0,69117.0,71333.0,,,,,,,,,,,,
1096,PNB,2022-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,169.0,9632.0,52961.0,2888.0,65649.0,150.0,4.0,3472.0,62024.0,65649.0,,,,,,,,,,,,
1097,PNB,2023-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,169.0,10784.0,53621.0,2231.0,66805.0,146.0,3.0,3188.0,63468.0,66805.0,,,,,,,,,,,,
1098,PNB,2024-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,260.0,14673.0,55017.0,2422.0,72371.0,206.0,15.0,4345.0,67804.0,72371.0,,,,,,,,,,,,
1099,PNB,2013-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,50.0,568.0,6695.0,342.0,7655.0,14.0,4.0,777.0,6860.0,7655.0,,,,,,,,,,,,
1100,PNB,2014-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,66.0,868.0,10108.0,498.0,11540.0,26.0,3.0,645.0,10865.0,11540.0,,,,,,,,,,,,
1101,PNB,2015-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,104.0,1475.0,16481.0,976.0,19035.0,40.0,18.0,1586.0,17392.0,19035.0,,,,,,,,,,,,
1102,PNB,2016-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,127.0,2019.0,26014.0,1511.0,29671.0,58.0,4.0,1622.0,27987.0,29671.0,,,,,,,,,,,,
1103,PNB,2017-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,166.0,5412.0,35497.0,1885.0,42960.0,58.0,2.0,3280.0,39620.0,42960.0,,,,,,,,,,,,
1104,PNB,2018-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,167.0,6402.0,53777.0,2673.0,63018.0,255.0,10.0,2413.0,60340.0,63018.0,,,,,,,,,,,,
1105,PNB,2019-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,167.0,7268.0,71859.0,4456.0,83750.0,102.0,5.0,4457.0,79185.0,83750.0,,,,,,,,,,,,
1106,PNB,2020-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,168.0,7779.0,67736.0,3191.0,78874.0,250.0,4.0,2048.0,76572.0,78874.0,,,,,,,,,,,,
1107,PNB,2021-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,168.0,8699.0,59394.0,3072.0,71333.0,181.0,2.0,2033.0,69117.0,71333.0,,,,,,,,,,,,
1108,PNB,2022-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,169.0,9632.0,52961.0,2888.0,65649.0,150.0,4.0,3472.0,62024.0,65649.0,,,,,,,,,,,,
1109,PNB,2023-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,169.0,10784.0,53621.0,2231.0,66805.0,146.0,3.0,3188.0,63468.0,66805.0,,,,,,,,,,,,
1110,PNB,2024-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,260.0,14673.0,55017.0,2422.0,72371.0,206.0,15.0,4345.0,67804.0,72371.0,,,,,,,,,,,,
1111,PNB,2013-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,50.0,568.0,6695.0,342.0,7655.0,14.0,4.0,777.0,6860.0,7655.0,,,,,,,,,,,,
1112,PNB,2014-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,66.0,868.0,10108.0,498.0,11540.0,26.0,3.0,645.0,10865.0,11540.0,,,,,,,,,,,,
1113,PNB,2015-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,104.0,1475.0,16481.0,976.0,19035.0,40.0,18.0,1586.0,17392.0,19035.0,,,,,,,,,,,,
1114,PNB,2016-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,127.0,2019.0,26014.0,1511.0,29671.0,58.0,4.0,1622.0,27987.0,29671.0,,,,,,,,,,,,
1115,PNB,2017-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,166.0,5412.0,35497.0,1885.0,42960.0,58.0,2.0,3280.0,39620.0,42960.0,,,,,,,,,,,,
1116,PNB,2018-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,167.0,6402.0,53777.0,2673.0,63018.0,255.0,10.0,2413.0,60340.0,63018.0,,,,,,,,,,,,
1117,PNB,2019-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,167.0,7268.0,71859.0,4456.0,83750.0,102.0,5.0,4457.0,79185.0,83750.0,,,,,,,,,,,,
1118,PNB,2020-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,168.0,7779.0,67736.0,3191.0,78874.0,250.0,4.0,2048.0,76572.0,78874.0,,,,,,,,,,,,
1119,PNB,2021-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,168.0,8699.0,59394.0,3072.0,71333.0,181.0,2.0,2033.0,69117.0,71333.0,,,,,,,,,,,,
1120,PNB,2022-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,169.0,9632.0,52961.0,2888.0,65649.0,150.0,4.0,3472.0,62024.0,65649.0,,,,,,,,,,,,
1121,PNB,2023-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,169.0,10784.0,53621.0,2231.0,66805.0,146.0,3.0,3188.0,63468.0,66805.0,,,,,,,,,,,,
1122,PNB,2024-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,260.0,14673.0,55017.0,2422.0,72371.0,206.0,15.0,4345.0,67804.0,72371.0,,,,,,,,,,,,
1135,POWERGRID,2013-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,4630.0,21773.0,69233.0,17748.0,113384.0,62568.0,35265.0,586.0,14964.0,113384.0,,,,,,,,,,,,
1136,POWERGRID,2014-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,5232.0,29466.0,84220.0,22562.0,141480.0,74252.0,50069.0,423.0,16736.0,141480.0,,,,,,,,,,,,
1137,POWERGRID,2015-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,5232.0,33207.0,96243.0,26102.0,160784.0,91191.0,53681.0,220.0,15693.0,160784.0,,,,,,,,,,,,
1138,POWERGRID,2016-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,5232.0,38738.0,108545.0,26797.0,179312.0,115094.0,45611.0,919.0,17688.0,179312.0,,,,,,,,,,,,
1139,POWERGRID,2017-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,5232.0,44634.0,118988.0,26809.0,195662.0,137678.0,38264.0,1165.0,18555.0,195662.0,,,,,,,,,,,,
1140,POWERGRID,2018-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,5232.0,49194.0,131503.0,39425.0,225354.0,156198.0,37669.0,1224.0,30264.0,225354.0,,,,,,,,,,,,
1141,POWERGRID,2019-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,5232.0,53857.0,146376.0,41916.0,247380.0,172740.0,37631.0,1296.0,35713.0,247380.0,,,,,,,,,,,,
1142,POWERGRID,2020-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,5232.0,59464.0,148270.0,43706.0,256671.0,181112.0,35177.0,1431.0,38951.0,256671.0,,,,,,,,,,,,
1143,POWERGRID,2021-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,5232.0,64704.0,143232.0,42539.0,255708.0,183726.0,24838.0,1486.0,45659.0,255708.0,,,,,,,,,,,,
1144,POWERGRID,2022-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,6975.0,69272.0,134696.0,40008.0,250950.0,191773.0,12854.0,3788.0,42536.0,250950.0,,,,,,,,,,,,
1145,POWERGRID,2023-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,6975.0,76051.0,128584.0,40615.0,252225.0,185437.0,13772.0,3489.0,49527.0,252225.0,,,,,,,,,,,,
1146,POWERGRID,2024-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,9301.0,77845.0,123516.0,40168.0,250829.0,177761.0,18197.0,4163.0,50708.0,250829.0,,,,,,,,,,,,
1147,POWERGRID,2024-09,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,9301.0,82760.0,122568.0,40668.0,255297.0,174178.0,23767.0,3410.0,53941.0,255297.0,,,,,,,,,,,,
1388,TECHM,2013-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,128.0,5298.0,1380.0,2178.0,8984.0,1245.0,34.0,4099.0,3607.0,8984.0,,,,,,,,,,,,
1389,TECHM,2014-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,234.0,8948.0,363.0,6394.0,15940.0,2594.0,266.0,1472.0,11607.0,15940.0,,,,,,,,,,,,
1390,TECHM,2015-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,480.0,11768.0,700.0,6899.0,19848.0,4033.0,568.0,2103.0,13145.0,19848.0,,,,,,,,,,,,
1391,TECHM,2016-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,436.0,14155.0,1091.0,6843.0,22525.0,4309.0,629.0,1297.0,16289.0,22525.0,,,,,,,,,,,,
1392,TECHM,2017-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,439.0,15998.0,1366.0,8254.0,26057.0,6460.0,373.0,2396.0,16828.0,26057.0,,,,,,,,,,,,
1393,TECHM,2018-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,442.0,18401.0,2397.0,9192.0,30431.0,7622.0,240.0,4841.0,17728.0,30431.0,,,,,,,,,,,,
1394,TECHM,2019-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,444.0,19841.0,1996.0,11166.0,33446.0,7061.0,276.0,7342.0,18766.0,33446.0,,,,,,,,,,,,
1395,TECHM,2020-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,436.0,21377.0,3670.0,11834.0,37318.0,8872.0,50.0,5848.0,22548.0,37318.0,,,,,,,,,,,,
1396,TECHM,2021-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,437.0,24428.0,2901.0,11836.0,39602.0,9018.0,118.0,10238.0,20228.0,39602.0,,,,,,,,,,,,
1397,TECHM,2022-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,439.0,26447.0,2618.0,14911.0,44416.0,14784.0,165.0,4884.0,24583.0,44416.0,,,,,,,,,,,,
1398,TECHM,2023-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,440.0,27484.0,2740.0,15162.0,45827.0,14932.0,120.0,3388.0,27388.0,45827.0,,,,,,,,,,,,
1399,TECHM,2024-03,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,441.0,26228.0,2537.0,13943.0,43149.0,13903.0,133.0,3238.0,25875.0,43149.0,,,,,,,,,,,,
1400,TECHM,2024-09,,,,,,,,,,,,,DQ-02,"Duplicate (company_id, year); last occurrence retained",balancesheet,442.0,26004.0,2035.0,14346.0,42827.0,13818.0,11.0,2312.0,26686.0,42827.0,,,,,,,,,,,,
189,AGTL,2018-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,277.0,-988.0,779.0,68.0,,,,,,,,
190,AGTL,2019-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,356.0,791.0,-1077.0,70.0,,,,,,,,
191,AGTL,2020-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,492.0,-461.0,-102.0,-71.0,,,,,,,,
192,AGTL,2021-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,654.0,-770.0,39.0,-78.0,,,,,,,,
193,AGTL,2022-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,732.0,-1133.0,422.0,21.0,,,,,,,,
194,AGTL,2023-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,853.0,-1167.0,295.0,-19.0,,,,,,,,
195,AGTL,2024-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,955.0,-752.0,-78.0,125.0,,,,,,,,
1170,ULTRACEMCO,2013-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,3618.0,-4362.0,715.0,-30.0,,,,,,,,
1171,ULTRACEMCO,2014-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,3455.0,-2342.0,-949.0,164.0,,,,,,,,
1172,ULTRACEMCO,2015-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,4190.0,-2144.0,-2110.0,-63.0,,,,,,,,
1173,ULTRACEMCO,2016-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,4526.0,-3673.0,-844.0,8.0,,,,,,,,
1174,ULTRACEMCO,2017-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,5005.0,-2501.0,-2535.0,-31.0,,,,,,,,
1175,ULTRACEMCO,2018-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,3888.0,1866.0,-5735.0,18.0,,,,,,,,
1176,ULTRACEMCO,2019-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,5956.0,1165.0,-6757.0,364.0,,,,,,,,
1177,ULTRACEMCO,2020-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,8972.0,-4192.0,-5076.0,-295.0,,,,,,,,
1178,ULTRACEMCO,2021-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,12500.0,-8856.0,-4356.0,-712.0,,,,,,,,
1179,ULTRACEMCO,2022-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,9283.0,2257.0,-12498.0,-958.0,,,,,,,,
1180,ULTRACEMCO,2023-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,9069.0,-7188.0,-1631.0,250.0,,,,,,,,
1181,ULTRACEMCO,2024-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,10898.0,-8789.0,-1926.0,183.0,,,,,,,,
1182,UNIONBANK,2013-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,-4245.0,-343.0,5096.0,507.0,,,,,,,,
1183,UNIONBANK,2014-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,2570.0,-363.0,4902.0,7109.0,,,,,,,,
1184,UNIONBANK,2015-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,-3567.0,-318.0,3168.0,-718.0,,,,,,,,
1185,UNIONBANK,2016-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,81.0,-9.0,-2.0,70.0,,,,,,,,
1186,UNIONBANK,2017-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,-6624.0,-280.0,10194.0,3289.0,,,,,,,,
1187,UNIONBANK,2018-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,6097.0,-315.0,10792.0,16574.0,,,,,,,,
1188,UNIONBANK,2019-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,-7778.0,-297.0,1758.0,-6317.0,,,,,,,,
1189,UNIONBANK,2020-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,-77.0,-4.0,201.0,121.0,,,,,,,,
1190,UNIONBANK,2021-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,20527.0,-601.0,-18861.0,1066.0,,,,,,,,
1191,UNIONBANK,2022-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,36339.0,-558.0,-786.0,34995.0,,,,,,,,
1192,UNIONBANK,2023-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,6056.0,-2561.0,-10654.0,-7159.0,,,,,,,,
1193,UNIONBANK,2024-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,19930.0,-1394.0,-11489.0,7047.0,,,,,,,,
1194,UNITDSPR,2013-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,1969.0,-1121.0,-992.0,-145.0,,,,,,,,
1195,UNITDSPR,2014-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,-552.0,-252.0,1235.0,431.0,,,,,,,,
1196,UNITDSPR,2015-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,-196.0,3855.0,-4002.0,-343.0,,,,,,,,
1197,UNITDSPR,2016-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,283.0,733.0,-1155.0,-139.0,,,,,,,,
1198,UNITDSPR,2017-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,647.0,-227.0,-475.0,-56.0,,,,,,,,
1199,UNITDSPR,2018-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,925.0,104.0,-966.0,63.0,,,,,,,,
1200,UNITDSPR,2019-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,948.0,-66.0,-808.0,74.0,,,,,,,,
1201,UNITDSPR,2020-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,783.0,-194.0,-740.0,-150.0,,,,,,,,
1202,UNITDSPR,2021-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,1818.0,-99.0,-1707.0,12.0,,,,,,,,
1203,UNITDSPR,2022-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,977.0,-313.0,-688.0,-23.0,,,,,,,,
1204,UNITDSPR,2023-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,615.0,-55.0,-500.0,60.0,,,,,,,,
1205,UNITDSPR,2024-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,1118.0,226.0,-407.0,937.0,,,,,,,,
1206,VBL,2012-12,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,280.0,-507.0,229.0,3.0,,,,,,,,
1207,VBL,2013-12,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,297.0,-574.0,274.0,-2.0,,,,,,,,
1208,VBL,2014-12,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,431.0,-500.0,58.0,-11.0,,,,,,,,
1209,VBL,2015-12,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,555.0,-300.0,-236.0,19.0,,,,,,,,
1210,VBL,2016-12,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,826.0,-1048.0,230.0,8.0,,,,,,,,
1211,VBL,2017-12,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,620.0,-746.0,159.0,32.0,,,,,,,,
1212,VBL,2018-12,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,1000.0,-937.0,-84.0,-22.0,,,,,,,,
1213,VBL,2019-12,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,1308.0,-2320.0,1107.0,95.0,,,,,,,,
1214,VBL,2020-12,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,1012.0,-472.0,-574.0,-33.0,,,,,,,,
1215,VBL,2021-12,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,1231.0,-1008.0,-178.0,46.0,,,,,,,,
1216,VBL,2022-12,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,1790.0,-1769.0,-18.0,4.0,,,,,,,,
1217,VBL,2023-12,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,2391.0,-3288.0,985.0,88.0,,,,,,,,
1218,VEDL,2013-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,22.0,-311.0,238.0,-51.0,,,,,,,,
1219,VEDL,2014-03,,,,,,,,,,,,,DQ-03,company_id not found in companies,cashflow,,,,,,,,,,,15601.0,-2890.0,-5052.0,7659.0,,,,,,,,
