company_id,year,operating_activity,investing_activity,financing_activity,net_cash_flow,sales,net_profit,fcf,fcf_margin_pct,capex_sales_pct,capex_kpi_status
BPCL,2020-03,7881.0,-11135.0,3583.0,329.0,284572.0,3666.0,,,,CAPEX_SOURCE_UNAVAILABLE
BPCL,2021-03,23455.0,-2474.0,-13981.0,7000.0,230171.0,17320.0,,,,CAPEX_SOURCE_UNAVAILABLE
BPCL,2022-03,20336.0,-8138.0,-17672.0,-5474.0,346791.0,11682.0,,,,CAPEX_SOURCE_UNAVAILABLE
BPCL,2023-03,12466.0,-7806.0,-4402.0,257.0,473187.0,2131.0,,,,CAPEX_SOURCE_UNAVAILABLE
BPCL,2024-03,35936.0,-10521.0,-25427.0,-12.0,448083.0,26859.0,,,,CAPEX_SOURCE_UNAVAILABLE
BRITANNIA,2013-03,320.0,28.0,-378.0,-30.0,6185.0,260.0,,,,CAPEX_SOURCE_UNAVAILABLE
BRITANNIA,2014-03,671.0,-246.0,-357.0,68.0,6913.0,395.0,,,,CAPEX_SOURCE_UNAVAILABLE
BRITANNIA,2015-03,584.0,-450.0,-181.0,-47.0,7858.0,689.0,,,,CAPEX_SOURCE_UNAVAILABLE
BRITANNIA,2016-03,959.0,-705.0,-246.0,8.0,8397.0,825.0,,,,CAPEX_SOURCE_UNAVAILABLE
BRITANNIA,2017-03,441.0,-150.0,-295.0,-4.0,9054.0,885.0,,,,CAPEX_SOURCE_UNAVAILABLE
BRITANNIA,2018-03,1249.0,-957.0,-232.0,60.0,9914.0,1004.0,,,,CAPEX_SOURCE_UNAVAILABLE
BRITANNIA,2019-03,1156.0,-852.0,-353.0,-49.0,11055.0,1155.0,,,,CAPEX_SOURCE_UNAVAILABLE
BRITANNIA,2020-03,1485.0,-1526.0,58.0,17.0,11600.0,1394.0,,,,CAPEX_SOURCE_UNAVAILABLE
BRITANNIA,2021-03,1876.0,433.0,-2242.0,66.0,13136.0,1851.0,,,,CAPEX_SOURCE_UNAVAILABLE
BRITANNIA,2022-03,1300.0,914.0,-2246.0,-32.0,14136.0,1516.0,,,,CAPEX_SOURCE_UNAVAILABLE
BRITANNIA,2023-03,2526.0,-1507.0,-1028.0,-9.0,16301.0,2316.0,,,,CAPEX_SOURCE_UNAVAILABLE
BRITANNIA,2024-03,2573.0,477.0,-2830.0,219.0,16769.0,2134.0,,,,CAPEX_SOURCE_UNAVAILABLE
CANBK,2013-03,8010.0,-435.0,-1043.0,6532.0,34070.0,2995.0,,,,CAPEX_SOURCE_UNAVAILABLE
CANBK,2014-03,14244.0,-380.0,-3771.0,10092.0,39570.0,2672.0,,,,CAPEX_SOURCE_UNAVAILABLE
CANBK,2015-03,6344.0,-1104.0,-1464.0,3776.0,43813.0,2931.0,,,,CAPEX_SOURCE_UNAVAILABLE
CANBK,2016-03,9346.0,-443.0,-806.0,8096.0,44039.0,-2535.0,,,,CAPEX_SOURCE_UNAVAILABLE
CANBK,2017-03,2575.0,-476.0,124.0,2224.0,41457.0,1411.0,,,,CAPEX_SOURCE_UNAVAILABLE
CANBK,2018-03,-11120.0,-487.0,2865.0,-8743.0,41345.0,-3873.0,,,,CAPEX_SOURCE_UNAVAILABLE
CANBK,2019-03,18237.0,-745.0,-1185.0,16307.0,47951.0,696.0,,,,CAPEX_SOURCE_UNAVAILABLE
CANBK,2020-03,-5289.0,-445.0,7792.0,2059.0,49759.0,-1921.0,,,,CAPEX_SOURCE_UNAVAILABLE
CANBK,2021-03,59118.0,-1116.0,290.0,58291.0,70253.0,2957.0,,,,CAPEX_SOURCE_UNAVAILABLE
CANBK,2022-03,919.0,-1429.0,4035.0,3525.0,70614.0,6158.0,,,,CAPEX_SOURCE_UNAVAILABLE
CANBK,2023-03,-39978.0,-1156.0,445.0,-40689.0,85885.0,11345.0,,,,CAPEX_SOURCE_UNAVAILABLE
CANBK,2024-03,15046.0,-1750.0,-3834.0,9462.0,110519.0,15401.0,,,,CAPEX_SOURCE_UNAVAILABLE
CHOLAFIN,2013-03,-3754.0,5.0,4067.0,317.0,2570.0,308.0,,,,CAPEX_SOURCE_UNAVAILABLE
CHOLAFIN,2014-03,-2447.0,-83.0,2749.0,219.0,3279.0,368.0,,,,CAPEX_SOURCE_UNAVAILABLE
CHOLAFIN,2015-03,-2264.0,-40.0,1819.0,-485.0,3715.0,444.0,,,,CAPEX_SOURCE_UNAVAILABLE
CHOLAFIN,2016-03,-2809.0,-137.0,3031.0,85.0,4214.0,575.0,,,,CAPEX_SOURCE_UNAVAILABLE
CHOLAFIN,2017-03,-1468.0,-222.0,1692.0,2.0,4694.0,718.0,,,,CAPEX_SOURCE_UNAVAILABLE
CHOLAFIN,2018-03,-7926.0,-60.0,8009.0,22.0,5559.0,918.0,,,,CAPEX_SOURCE_UNAVAILABLE
CHOLAFIN,2019-03,-9317.0,-11.0,12191.0,2862.0,7108.0,1197.0,,,,CAPEX_SOURCE_UNAVAILABLE
CHOLAFIN,2020-03,-2075.0,-54.0,2452.0,323.0,8712.0,1054.0,,,,CAPEX_SOURCE_UNAVAILABLE
CHOLAFIN,2021-03,-8848.0,-1746.0,8707.0,-1888.0,9583.0,1521.0,,,,CAPEX_SOURCE_UNAVAILABLE
CHOLAFIN,2022-03,-5571.0,1640.0,5150.0,1218.0,10148.0,2154.0,,,,CAPEX_SOURCE_UNAVAILABLE
CHOLAFIN,2023-03,-27105.0,-2148.0,27466.0,-1787.0,12884.0,2665.0,,,,CAPEX_SOURCE_UNAVAILABLE
CHOLAFIN,2024-03,-35683.0,-2855.0,38471.0,-66.0,19163.0,3420.0,,,,CAPEX_SOURCE_UNAVAILABLE
CIPLA,2013-03,1398.0,-2063.0,718.0,53.0,8279.0,1545.0,,,,CAPEX_SOURCE_UNAVAILABLE
CIPLA,2014-03,1563.0,-1265.0,-266.0,33.0,10173.0,1404.0,,,,CAPEX_SOURCE_UNAVAILABLE
CIPLA,2015-03,1173.0,-950.0,165.0,388.0,11345.0,1229.0,,,,CAPEX_SOURCE_UNAVAILABLE
CIPLA,2016-03,1741.0,-4533.0,3104.0,312.0,13790.0,1383.0,,,,CAPEX_SOURCE_UNAVAILABLE
CIPLA,2017-03,2382.0,-1304.0,-1326.0,-248.0,14394.0,1035.0,,,,CAPEX_SOURCE_UNAVAILABLE
CIPLA,2018-03,1463.0,-834.0,-385.0,243.0,15156.0,1417.0,,,,CAPEX_SOURCE_UNAVAILABLE
CIPLA,2019-03,1691.0,-1688.0,-349.0,-345.0,16362.0,1492.0,,,,CAPEX_SOURCE_UNAVAILABLE
CIPLA,2020-03,3068.0,114.0,-2949.0,234.0,17132.0,1500.0,,,,CAPEX_SOURCE_UNAVAILABLE
CIPLA,2021-03,3755.0,-2374.0,-1240.0,141.0,19160.0,2389.0,,,,CAPEX_SOURCE_UNAVAILABLE
CIPLA,2022-03,3326.0,-1858.0,-1600.0,-132.0,21763.0,2547.0,,,,CAPEX_SOURCE_UNAVAILABLE
CIPLA,2023-03,3238.0,-2376.0,-958.0,-97.0,22753.0,2833.0,,,,CAPEX_SOURCE_UNAVAILABLE
CIPLA,2024-03,4134.0,-2982.0,-1200.0,-49.0,25774.0,4154.0,,,,CAPEX_SOURCE_UNAVAILABLE
COALINDIA,2013-03,9109.0,-1833.0,-7852.0,-575.0,68303.0,17356.0,,,,CAPEX_SOURCE_UNAVAILABLE
COALINDIA,2014-03,14525.0,8580.0,-25350.0,-2246.0,70608.0,15112.0,,,,CAPEX_SOURCE_UNAVAILABLE
COALINDIA,2015-03,14382.0,894.0,-15026.0,250.0,74120.0,13727.0,,,,CAPEX_SOURCE_UNAVAILABLE
COALINDIA,2016-03,13154.0,8154.0,-19587.0,1721.0,77861.0,14267.0,,,,CAPEX_SOURCE_UNAVAILABLE
COALINDIA,2017-03,16461.0,455.0,-17598.0,-682.0,78164.0,9280.0,,,,CAPEX_SOURCE_UNAVAILABLE
COALINDIA,2018-03,21115.0,-7747.0,-13564.0,-196.0,85244.0,7038.0,,,,CAPEX_SOURCE_UNAVAILABLE
COALINDIA,2019-03,16356.0,-7896.0,-10885.0,-2426.0,99586.0,17464.0,,,,CAPEX_SOURCE_UNAVAILABLE
COALINDIA,2020-03,4977.0,1033.0,-4791.0,1219.0,96080.0,16700.0,,,,CAPEX_SOURCE_UNAVAILABLE
COALINDIA,2021-03,10592.0,182.0,-8453.0,2321.0,90026.0,12702.0,,,,CAPEX_SOURCE_UNAVAILABLE
COALINDIA,2022-03,41107.0,-25715.0,-13441.0,1951.0,109715.0,17378.0,,,,CAPEX_SOURCE_UNAVAILABLE
COALINDIA,2023-03,35734.0,-23465.0,-13704.0,-1436.0,138252.0,31723.0,,,,CAPEX_SOURCE_UNAVAILABLE
COALINDIA,2024-03,18103.0,-4486.0,-13899.0,-282.0,142324.0,37369.0,,,,CAPEX_SOURCE_UNAVAILABLE
DABUR,2013-03,870.0,-622.0,-234.0,13.0,6140.0,766.0,,,,CAPEX_SOURCE_UNAVAILABLE
DABUR,2014-03,1098.0,-104.0,-804.0,190.0,7058.0,916.0,,,,CAPEX_SOURCE_UNAVAILABLE
DABUR,2015-03,1047.0,-876.0,-417.0,-245.0,7795.0,1068.0,,,,CAPEX_SOURCE_UNAVAILABLE
DABUR,2016-03,1187.0,-730.0,-374.0,82.0,7780.0,1254.0,,,,CAPEX_SOURCE_UNAVAILABLE
DABUR,2017-03,1227.0,-807.0,-339.0,81.0,7614.0,1280.0,,,,CAPEX_SOURCE_UNAVAILABLE
DABUR,2018-03,1092.0,-541.0,-577.0,-27.0,7722.0,1358.0,,,,CAPEX_SOURCE_UNAVAILABLE
DABUR,2019-03,1499.0,338.0,-1888.0,-51.0,8515.0,1446.0,,,,CAPEX_SOURCE_UNAVAILABLE
DABUR,2020-03,1614.0,-517.0,-1043.0,54.0,8685.0,1448.0,,,,CAPEX_SOURCE_UNAVAILABLE
DABUR,2021-03,2115.0,-1404.0,-613.0,97.0,9562.0,1695.0,,,,CAPEX_SOURCE_UNAVAILABLE
DABUR,2022-03,1802.0,-1273.0,-490.0,38.0,10889.0,1742.0,,,,CAPEX_SOURCE_UNAVAILABLE
DABUR,2023-03,1488.0,-583.0,-1035.0,-130.0,11530.0,1701.0,,,,CAPEX_SOURCE_UNAVAILABLE
DABUR,2024-03,2013.0,-971.0,-1161.0,-119.0,12404.0,1811.0,,,,CAPEX_SOURCE_UNAVAILABLE
DIVISLAB,2013-03,480.0,-255.0,-231.0,-5.0,2145.0,602.0,,,,CAPEX_SOURCE_UNAVAILABLE
DIVISLAB,2014-03,557.0,-305.0,-248.0,3.0,2532.0,773.0,,,,CAPEX_SOURCE_UNAVAILABLE
DIVISLAB,2015-03,826.0,-521.0,-303.0,3.0,3115.0,852.0,,,,CAPEX_SOURCE_UNAVAILABLE
DIVISLAB,2016-03,1038.0,-406.0,-631.0,0.0,3776.0,1126.0,,,,CAPEX_SOURCE_UNAVAILABLE
DIVISLAB,2017-03,1150.0,-1140.0,2.0,13.0,4064.0,1060.0,,,,CAPEX_SOURCE_UNAVAILABLE
DIVISLAB,2018-03,776.0,-478.0,-314.0,-17.0,3891.0,877.0,,,,CAPEX_SOURCE_UNAVAILABLE
DIVISLAB,2019-03,954.0,-685.0,-246.0,23.0,4946.0,1353.0,,,,CAPEX_SOURCE_UNAVAILABLE
DIVISLAB,2020-03,1216.0,-83.0,-1091.0,41.0,5394.0,1377.0,,,,CAPEX_SOURCE_UNAVAILABLE
DIVISLAB,2021-03,1947.0,75.0,-35.0,1987.0,6969.0,1984.0,,,,CAPEX_SOURCE_UNAVAILABLE
DIVISLAB,2022-03,1912.0,-2195.0,-532.0,-816.0,8960.0,2960.0,,,,CAPEX_SOURCE_UNAVAILABLE
DIVISLAB,2023-03,2459.0,-2707.0,-797.0,-1045.0,7767.0,1824.0,,,,CAPEX_SOURCE_UNAVAILABLE
DIVISLAB,2024-03,1261.0,-269.0,-799.0,193.0,7845.0,1600.0,,,,CAPEX_SOURCE_UNAVAILABLE
DLF,2013-03,2009.0,1995.0,-3951.0,52.0,7773.0,667.0,,,,CAPEX_SOURCE_UNAVAILABLE
DLF,2014-03,1468.0,3924.0,-4532.0,860.0,8298.0,590.0,,,,CAPEX_SOURCE_UNAVAILABLE
DLF,2015-03,2037.0,98.0,-1547.0,588.0,7649.0,507.0,,,,CAPEX_SOURCE_UNAVAILABLE
DLF,2016-03,2957.0,-818.0,-1929.0,210.0,9926.0,305.0,,,,CAPEX_SOURCE_UNAVAILABLE
DLF,2017-03,-898.0,872.0,787.0,761.0,8221.0,708.0,,,,CAPEX_SOURCE_UNAVAILABLE
DLF,2018-03,270.0,-2102.0,-232.0,-2064.0,6707.0,4477.0,,,,CAPEX_SOURCE_UNAVAILABLE
DLF,2019-03,2043.0,3.0,875.0,2921.0,8366.0,1314.0,,,,CAPEX_SOURCE_UNAVAILABLE
DLF,2020-03,356.0,6508.0,-9522.0,-2658.0,6083.0,-590.0,,,,CAPEX_SOURCE_UNAVAILABLE
DLF,2021-03,1460.0,150.0,-2184.0,-573.0,5414.0,1083.0,,,,CAPEX_SOURCE_UNAVAILABLE
DLF,2022-03,2832.0,267.0,-3828.0,-729.0,5717.0,1500.0,,,,CAPEX_SOURCE_UNAVAILABLE
DLF,2023-03,2375.0,-461.0,-2013.0,-98.0,5695.0,2034.0,,,,CAPEX_SOURCE_UNAVAILABLE
DLF,2024-03,2539.0,-1529.0,177.0,1186.0,6427.0,2724.0,,,,CAPEX_SOURCE_UNAVAILABLE
DMART,2013-03,127.0,-231.0,118.0,14.0,3341.0,94.0,,,,CAPEX_SOURCE_UNAVAILABLE
DMART,2014-03,198.0,-270.0,65.0,-7.0,4686.0,161.0,,,,CAPEX_SOURCE_UNAVAILABLE
DMART,2015-03,222.0,-474.0,234.0,-17.0,6439.0,212.0,,,,CAPEX_SOURCE_UNAVAILABLE
DMART,2016-03,433.0,-633.0,196.0,-3.0,8584.0,320.0,,,,CAPEX_SOURCE_UNAVAILABLE
DMART,2017-03,455.0,-2482.0,2025.0,-1.0,11898.0,479.0,,,,CAPEX_SOURCE_UNAVAILABLE
DMART,2018-03,730.0,464.0,-1159.0,34.0,15033.0,806.0,,,,CAPEX_SOURCE_UNAVAILABLE
DMART,2019-03,807.0,-958.0,209.0,57.0,20005.0,902.0,,,,CAPEX_SOURCE_UNAVAILABLE
DMART,2020-03,1280.0,-4657.0,3357.0,-19.0,24870.0,1301.0,,,,CAPEX_SOURCE_UNAVAILABLE
DMART,2021-03,1375.0,-1110.0,-180.0,86.0,24143.0,1099.0,,,,CAPEX_SOURCE_UNAVAILABLE
DMART,2022-03,1372.0,-1289.0,-179.0,-96.0,30976.0,1492.0,,,,CAPEX_SOURCE_UNAVAILABLE
DMART,2023-03,2630.0,-2313.0,-205.0,112.0,42840.0,2378.0,,,,CAPEX_SOURCE_UNAVAILABLE
DMART,2024-03,2746.0,-2468.0,-148.0,130.0,50789.0,2536.0,,,,CAPEX_SOURCE_UNAVAILABLE
DRREDDY,2013-03,1378.0,-1437.0,-157.0,-216.0,11833.0,1527.0,,,,CAPEX_SOURCE_UNAVAILABLE
DRREDDY,2014-03,1970.0,-1604.0,-24.0,342.0,13415.0,1963.0,,,,CAPEX_SOURCE_UNAVAILABLE
DRREDDY,2015-03,2524.0,-2370.0,-433.0,-280.0,15023.0,2336.0,,,,CAPEX_SOURCE_UNAVAILABLE
DRREDDY,2016-03,3263.0,-1610.0,-1700.0,-47.0,15568.0,2131.0,,,,CAPEX_SOURCE_UNAVAILABLE
DRREDDY,2017-03,2144.0,-1890.0,-369.0,-114.0,14196.0,1292.0,,,,CAPEX_SOURCE_UNAVAILABLE
DRREDDY,2018-03,1803.0,-1483.0,-444.0,-124.0,14281.0,947.0,,,,CAPEX_SOURCE_UNAVAILABLE
DRREDDY,2019-03,2870.0,-769.0,-2133.0,-31.0,15448.0,1950.0,,,,CAPEX_SOURCE_UNAVAILABLE
DRREDDY,2020-03,2984.0,-495.0,-2516.0,-27.0,17517.0,2026.0,,,,CAPEX_SOURCE_UNAVAILABLE
DRREDDY,2021-03,3570.0,-2255.0,-30.0,1286.0,19048.0,1952.0,,,,CAPEX_SOURCE_UNAVAILABLE
DRREDDY,2022-03,2811.0,-2565.0,-242.0,3.0,21545.0,2182.0,,,,CAPEX_SOURCE_UNAVAILABLE
DRREDDY,2023-03,5888.0,-4109.0,-2686.0,-907.0,24670.0,4507.0,,,,CAPEX_SOURCE_UNAVAILABLE
DRREDDY,2024-03,4543.0,-4034.0,-376.0,133.0,28011.0,5578.0,,,,CAPEX_SOURCE_UNAVAILABLE
EICHERMOT,2012-12,496.0,-773.0,-111.0,-388.0,6390.0,475.0,,,,CAPEX_SOURCE_UNAVAILABLE
EICHERMOT,2013-12,716.0,-790.0,-47.0,-121.0,6810.0,525.0,,,,CAPEX_SOURCE_UNAVAILABLE
EICHERMOT,2014-12,1047.0,-1214.0,-162.0,-329.0,8738.0,702.0,,,,CAPEX_SOURCE_UNAVAILABLE
EICHERMOT,2016-03,1463.0,-1001.0,-466.0,-4.0,6173.0,1338.0,,,,CAPEX_SOURCE_UNAVAILABLE
EICHERMOT,2017-03,1708.0,-1744.0,25.0,-10.0,7033.0,1667.0,,,,CAPEX_SOURCE_UNAVAILABLE
EICHERMOT,2018-03,2482.0,-2145.0,-262.0,75.0,8965.0,1960.0,,,,CAPEX_SOURCE_UNAVAILABLE
EICHERMOT,2019-03,1575.0,-660.0,-292.0,623.0,9797.0,2203.0,,,,CAPEX_SOURCE_UNAVAILABLE
EICHERMOT,2020-03,1694.0,-1508.0,-858.0,-673.0,9154.0,1827.0,,,,CAPEX_SOURCE_UNAVAILABLE
EICHERMOT,2021-03,1691.0,-1625.0,-15.0,51.0,8720.0,1347.0,,,,CAPEX_SOURCE_UNAVAILABLE
EICHERMOT,2022-03,1527.0,-983.0,-593.0,-50.0,10298.0,1677.0,,,,CAPEX_SOURCE_UNAVAILABLE
EICHERMOT,2023-03,2823.0,-2397.0,-417.0,8.0,14442.0,2914.0,,,,CAPEX_SOURCE_UNAVAILABLE
EICHERMOT,2024-03,3724.0,-2834.0,-844.0,45.0,16536.0,4001.0,,,,CAPEX_SOURCE_UNAVAILABLE
GAIL,2013-03,6603.0,-8626.0,3642.0,1618.0,50974.0,4367.0,,,,CAPEX_SOURCE_UNAVAILABLE
GAIL,2014-03,4615.0,-4466.0,-3.0,146.0,61765.0,4786.0,,,,CAPEX_SOURCE_UNAVAILABLE
GAIL,2015-03,4214.0,-2809.0,-3058.0,-1653.0,60557.0,3160.0,,,,CAPEX_SOURCE_UNAVAILABLE
GAIL,2016-03,3960.0,-904.0,-3028.0,29.0,52053.0,1874.0,,,,CAPEX_SOURCE_UNAVAILABLE
GAIL,2017-03,6024.0,-334.0,-5275.0,415.0,48552.0,3374.0,,,,CAPEX_SOURCE_UNAVAILABLE
GAIL,2018-03,8769.0,-2660.0,-5252.0,858.0,54496.0,4805.0,,,,CAPEX_SOURCE_UNAVAILABLE
GAIL,2019-03,7984.0,-5701.0,-3364.0,-1081.0,76190.0,6553.0,,,,CAPEX_SOURCE_UNAVAILABLE
GAIL,2020-03,8345.0,-8299.0,281.0,328.0,72518.0,9515.0,,,,CAPEX_SOURCE_UNAVAILABLE
GAIL,2021-03,8993.0,-4640.0,-3471.0,882.0,57372.0,6143.0,,,,CAPEX_SOURCE_UNAVAILABLE
GAIL,2022-03,9420.0,-5490.0,-3917.0,13.0,92770.0,12304.0,,,,CAPEX_SOURCE_UNAVAILABLE
GAIL,2023-03,3205.0,-7453.0,2972.0,-1276.0,145668.0,5596.0,,,,CAPEX_SOURCE_UNAVAILABLE
GAIL,2024-03,12586.0,-8226.0,-3457.0,902.0,133228.0,9903.0,,,,CAPEX_SOURCE_UNAVAILABLE
GODREJCP,2013-03,820.0,-865.0,282.0,237.0,6412.0,845.0,,,,CAPEX_SOURCE_UNAVAILABLE
GODREJCP,2014-03,1116.0,-494.0,-620.0,1.0,7599.0,819.0,,,,CAPEX_SOURCE_UNAVAILABLE
GODREJCP,2015-03,1027.0,-1236.0,-12.0,-221.0,8273.0,976.0,,,,CAPEX_SOURCE_UNAVAILABLE
GODREJCP,2016-03,847.0,-622.0,-202.0,23.0,8424.0,831.0,,,,CAPEX_SOURCE_UNAVAILABLE
GODREJCP,2017-03,1860.0,-2243.0,665.0,282.0,9268.0,1308.0,,,,CAPEX_SOURCE_UNAVAILABLE
GODREJCP,2018-03,1723.0,-336.0,-1384.0,3.0,9847.0,1634.0,,,,CAPEX_SOURCE_UNAVAILABLE
GODREJCP,2019-03,1729.0,274.0,-2039.0,-36.0,10314.0,2342.0,,,,CAPEX_SOURCE_UNAVAILABLE
GODREJCP,2020-03,1588.0,-552.0,-1295.0,-259.0,9911.0,1497.0,,,,CAPEX_SOURCE_UNAVAILABLE
GODREJCP,2021-03,2030.0,-292.0,-1816.0,-79.0,11029.0,1721.0,,,,CAPEX_SOURCE_UNAVAILABLE
GODREJCP,2022-03,1451.0,-844.0,-380.0,227.0,12276.0,1783.0,,,,CAPEX_SOURCE_UNAVAILABLE
GODREJCP,2023-03,2151.0,-1754.0,-794.0,-398.0,13316.0,1702.0,,,,CAPEX_SOURCE_UNAVAILABLE
GODREJCP,2024-03,2070.0,-3435.0,1406.0,41.0,14096.0,-561.0,,,,CAPEX_SOURCE_UNAVAILABLE
GRASIM,2013-03,4242.0,-5687.0,1348.0,-97.0,27909.0,3778.0,,,,CAPEX_SOURCE_UNAVAILABLE
GRASIM,2014-03,3549.0,-2336.0,-1046.0,168.0,28331.0,2954.0,,,,CAPEX_SOURCE_UNAVAILABLE
GRASIM,2015-03,4594.0,-2359.0,-2278.0,-42.0,31734.0,2582.0,,,,CAPEX_SOURCE_UNAVAILABLE
GRASIM,2016-03,5868.0,-4515.0,-1365.0,-11.0,34487.0,3455.0,,,,CAPEX_SOURCE_UNAVAILABLE
GRASIM,2017-03,7288.0,-3509.0,-3799.0,-20.0,36068.0,4246.0,,,,CAPEX_SOURCE_UNAVAILABLE
GRASIM,2018-03,-4140.0,1546.0,3449.0,856.0,55894.0,3688.0,,,,CAPEX_SOURCE_UNAVAILABLE
GRASIM,2019-03,-1659.0,-2212.0,4158.0,287.0,77200.0,2745.0,,,,CAPEX_SOURCE_UNAVAILABLE
GRASIM,2020-03,16620.0,-11364.0,-3418.0,1838.0,68252.0,6639.0,,,,CAPEX_SOURCE_UNAVAILABLE
GRASIM,2021-03,15075.0,-7146.0,-8003.0,-75.0,76404.0,6987.0,,,,CAPEX_SOURCE_UNAVAILABLE
GRASIM,2022-03,7038.0,-1053.0,-6733.0,-748.0,95701.0,11206.0,,,,CAPEX_SOURCE_UNAVAILABLE
GRASIM,2023-03,-12685.0,-13712.0,26469.0,72.0,117627.0,11078.0,,,,CAPEX_SOURCE_UNAVAILABLE
GRASIM,2024-03,-10719.0,-23114.0,33908.0,75.0,130978.0,9926.0,,,,CAPEX_SOURCE_UNAVAILABLE
HAL,2017-03,-423.0,3021.0,-164.0,2433.0,17950.0,2616.0,,,,CAPEX_SOURCE_UNAVAILABLE
HAL,2018-03,-734.0,594.0,-2540.0,-2680.0,18519.0,1987.0,,,,CAPEX_SOURCE_UNAVAILABLE
HAL,2019-03,-7694.0,5292.0,2321.0,-80.0,20008.0,2346.0,,,,CAPEX_SOURCE_UNAVAILABLE
HAL,2020-03,1537.0,-1334.0,64.0,266.0,21445.0,2842.0,,,,CAPEX_SOURCE_UNAVAILABLE
HAL,2021-03,15124.0,-1190.0,-7070.0,6864.0,22882.0,3239.0,,,,CAPEX_SOURCE_UNAVAILABLE
HAL,2022-03,10180.0,-12789.0,-1464.0,-4072.0,24620.0,5086.0,,,,CAPEX_SOURCE_UNAVAILABLE
HAL,2023-03,8836.0,-5734.0,-1731.0,1370.0,26928.0,5811.0,,,,CAPEX_SOURCE_UNAVAILABLE
HAL,2024-03,8226.0,-6412.0,-1999.0,-185.0,30381.0,7595.0,,,,CAPEX_SOURCE_UNAVAILABLE
HAVELLS,2013-03,638.0,-144.0,-252.0,242.0,7135.0,581.0,,,,CAPEX_SOURCE_UNAVAILABLE
HAVELLS,2014-03,868.0,-376.0,-310.0,183.0,8051.0,446.0,,,,CAPEX_SOURCE_UNAVAILABLE
HAVELLS,2015-03,963.0,-485.0,-754.0,-277.0,8468.0,385.0,,,,CAPEX_SOURCE_UNAVAILABLE
HAVELLS,2016-03,513.0,-121.0,-621.0,-229.0,7594.0,1300.0,,,,CAPEX_SOURCE_UNAVAILABLE
HAVELLS,2017-03,767.0,-220.0,-98.0,450.0,6130.0,494.0,,,,CAPEX_SOURCE_UNAVAILABLE
HAVELLS,2018-03,1100.0,-946.0,-409.0,-255.0,8116.0,661.0,,,,CAPEX_SOURCE_UNAVAILABLE
HAVELLS,2019-03,501.0,185.0,-318.0,368.0,10073.0,788.0,,,,CAPEX_SOURCE_UNAVAILABLE
HAVELLS,2020-03,827.0,-548.0,-716.0,-437.0,9440.0,735.0,,,,CAPEX_SOURCE_UNAVAILABLE
HAVELLS,2021-03,660.0,-763.0,190.0,87.0,10457.0,1044.0,,,,CAPEX_SOURCE_UNAVAILABLE
HAVELLS,2022-03,1728.0,-759.0,-547.0,421.0,13938.0,1196.0,,,,CAPEX_SOURCE_UNAVAILABLE
HAVELLS,2023-03,565.0,31.0,-907.0,-311.0,16911.0,1072.0,,,,CAPEX_SOURCE_UNAVAILABLE
HAVELLS,2024-03,1953.0,-1618.0,-534.0,-199.0,18590.0,1271.0,,,,CAPEX_SOURCE_UNAVAILABLE
HCLTECH,2013-06,4492.0,-2361.0,-2086.0,44.0,25581.0,4040.0,,,,CAPEX_SOURCE_UNAVAILABLE
HCLTECH,2014-06,6457.0,-4842.0,-1308.0,307.0,32144.0,6528.0,,,,CAPEX_SOURCE_UNAVAILABLE
HCLTECH,2015-06,5539.0,-2088.0,-3140.0,311.0,36701.0,7342.0,,,,CAPEX_SOURCE_UNAVAILABLE
HCLTECH,2016-03,3823.0,-2208.0,-2237.0,-623.0,,,,,,CAPEX_SOURCE_UNAVAILABLE
HCLTECH,2017-03,8995.0,-3890.0,-4517.0,588.0,47568.0,8606.0,,,,CAPEX_SOURCE_UNAVAILABLE
HCLTECH,2018-03,8328.0,-2236.0,-5714.0,378.0,50569.0,8722.0,,,,CAPEX_SOURCE_UNAVAILABLE
HCLTECH,2019-03,8971.0,-3256.0,-1471.0,4244.0,60427.0,10120.0,,,,CAPEX_SOURCE_UNAVAILABLE
HCLTECH,2020-03,13359.0,-12332.0,-3168.0,-2141.0,70676.0,11057.0,,,,CAPEX_SOURCE_UNAVAILABLE
HCLTECH,2021-03,19618.0,-5665.0,-11192.0,2761.0,75379.0,11169.0,,,,CAPEX_SOURCE_UNAVAILABLE
HCLTECH,2022-03,16900.0,1597.0,-14508.0,3989.0,85651.0,13523.0,,,,CAPEX_SOURCE_UNAVAILABLE
HCLTECH,2023-03,18009.0,-3573.0,-15881.0,-1445.0,101456.0,14845.0,,,,CAPEX_SOURCE_UNAVAILABLE
HCLTECH,2024-03,22448.0,-6608.0,-15464.0,376.0,109913.0,15710.0,,,,CAPEX_SOURCE_UNAVAILABLE
HDFCBANK,2013-03,-5847.0,-902.0,13105.0,6356.0,35861.0,6903.0,,,,CAPEX_SOURCE_UNAVAILABLE
HDFCBANK,2014-03,4211.0,-1099.0,9270.0,12382.0,42555.0,8768.0,,,,CAPEX_SOURCE_UNAVAILABLE
HDFCBANK,2015-03,-21281.0,-800.0,18694.0,-3387.0,50666.0,10703.0,,,,CAPEX_SOURCE_UNAVAILABLE
HDFCBANK,2016-03,-34435.0,-837.0,37815.0,2542.0,63162.0,12821.0,,,,CAPEX_SOURCE_UNAVAILABLE
